productId,sku,name,categoryId,ok,enriched,missingCount,missingIds,issueCodes,blockHints
"cmnwexqi00bazvs4wd5ovhtoz","28343","Alça Teto Pqp Direito Chevrolet Corsa 2011 Branco","MLB31156","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwexs220bb7vs4wz8vvhaww","28372","Chicote Injeçao Volkswagen Gol G7 1.6 8v 2018","MLB432801","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwexsy10bbbvs4wo2htrn2r","28368","Motor Vidro Dianteiro Direito Volkswagen Gol Voyage G5 2010","MLB191714","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwextq10bbfvs4wummpoewh","28365","Modulo Vidro Porta Dianteira Direita Chevrolet Cobalt 2016","MLB191714","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwexui00bbjvs4w5ush7wxn","28378","Engate Cinto Dianteiro Direito Volkswagen Gol G7 2018","MLB194062","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwexva40bbnvs4w9fh9yzc8","28397","Painel Instrumento Fiat Uno Preto","MLB47089","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwexz6c0bc7vs4wkbkkno85","28350","Dobradiça Tampa Traseira Esquerda Ford Fusion 2008","MLB194775","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwexzyf0bcbvs4w8gi358tf","28272","Porta Traseira Esquerda Ford Ecosport 2007 Traseira Esq Cinza","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwey0qk0bcfvs4w8symwtnu","28474","Fechadura Dianteira Direita Volkswagen Gol G5 2010","MLB194431","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwey1im0bcjvs4w0lh85qob","28493","Lanterna Traseira Direita Ford Ka Hatch 2015 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwey2aq0bcnvs4wd65ua0w1","28260","Porta Dianteira Direita Ford Fiesta 2006 2009 Dianteira Direita Prata","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwey32h0bcrvs4wckwnaxtg","28476","Fechadura Traseira Esquerda Volkswagen Gol G5 2010","MLB194431","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwey3uk0bcvvs4wge9mo2v0","28473","Acabamento Inferior Chave Seta Volkswagen Up 2015","MLB456390","no","1","1","VEHICLE_TYPE","missing_attribute","Preencha o campo Tipo de veículo antes de publicar."
"cmnwey4qt0bczvs4wejuv075y","28465","Pedal Acelerador Volkswagen Up 2014","MLB270299","no","2","4","PART_NUMBER|VEHICLE_PEDAL_TYPE|IS_ORIGINAL|IS_SPORTING","missing_attribute|missing_attribute|missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de pedal antes de publicar. || Preencha o campo É original antes de publicar. || Preencha o campo É esportivo antes de publicar."
"cmnwey5mr0bd3vs4w579l7oid","28491","Lanterna Traseira Direita Ford Ka Hatch 2015 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwey6ej0bd7vs4wvubyy0no","28480","Flauta Bico Injetor Fiat Freemont 2.4 2012","MLB192359","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwey7yi0bdfvs4w8vr3l8fo","28467","Lanterna Traseira Esquerda Chery Tiggo 5x 2019 Esquerdo/motorista Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwey8qi0bdjvs4w31f1iqh0","28489","Lanterna Traseira Esquerda Honda Fit 2004 Esquerdo/motorista Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwey9ii0bdnvs4w9u8o5cub","28468","Refletor Olho Gato Traseiro Esquerdo Volkswagen Up 2018 Vermelho","MLB428943","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyb2q0bdvvs4wtu6rdkus","28484","Tampa Reservatorio Agua Volkswagen Up 2015","MLB193785","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweybuw0bdzvs4w7zrnged9","28472","Lanterna Traseira Direita Volkswagen Fox 1.6 2014 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweycmq0be3vs4wf4ldrhqt","28490","Lanterna Traseira Direita Fiat Siena 2005 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyaaj0bdrvs4wi50kd6fx","28485","Fechadura Porta Traseira Direita Fiat Palio 2002","MLB194431","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweydeq0be7vs4wo05gk0ge","28478","Máquina Vidro Manual Dianteira Direita Fiat Strada 2017","MLB191715","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweye6q0bebvs4wv4cvdzvd","28479","Lanterna Traseira Direita Volkswagen Fox 2010 Esquerdo/motorista Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyeyu0befvs4w7c94gv45","28483","Guia Vidro Lado Traseiro Direito Fiat Palio 2010 Preto","MLB191713","no","3","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyfr10bejvs4w3dberl63","28482","Valvula Termostatica Renault Sandero 1.0 16v 2008","MLB63788","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweygn50benvs4w4oe1tiq5","28455","Quebra Sol Esquerda Volkswagen Gol G7 2018","MLB277952","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweymvy0bfjvs4wb4u3qmbm","28437","Lanterna Traseira Esquerda Fiat Uno 2012 Esquerdo/motorista Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyno40bfnvs4wh2f6n151","28446","Lanterna Traseira Esquerda Chevrolet Celta 2007 Esquerdo/motorista Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyog40bfrvs4wfqc6a8tm","28440","Lanterna Traseira Direita Chevrolet Astra Sedan 99 2000 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyp8b0bfvvs4w6ryyc659","28438","Lanterna Traseira Esquerda Volkswagen Fox 1.0 2008 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyhf90bervs4wzqz1gmou","28434","Haste Vareta Capo Volkswagen Gol G7 2018","MLB194771","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyi790bevvs4wsgryyr8u","28441","Lanterna Traseira Direito Ford Ka 2010 Esquerdo/motorista Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyize0bezvs4wie3q99ck","28444","Lanterna Traseira Direita Hyundai Hb20 Hatch 2013 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyjrk0bf3vs4w7a05hzh5","28458","Tampa Reservatorio Radiador Volkswagen Gol G7 2018","MLB193785","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweykjl0bf7vs4wii6j3uf4","28445","Porta Objetos Painel Volkswagen Gol G7 2018 Preto","MLB45320","no","2","1","STEREO_STANDARD_DIMENSIONS","missing_attribute","Preencha o campo Dimensão estándar do estéreo antes de publicar."
"cmnweylbp0bfbvs4w1z1e4zfe","28459","Filtro Canister Chevrolet Cruze 1.4 2017","MLB431174","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweym3u0bffvs4wobx424tc","28433","Lanterna Traseira Esquerda Hyundai Hb20 2016 Esquerdo/motorista Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyrks0bg7vs4wkv43cl08","28436","Lanterna Traseira Direita Fiat Uno 2012 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyu0s0bgjvs4wn8vym07r","28457","Comando Ar Condicionado Volkswagen Gol G7 2018","MLB430748","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyypp0bh7vs4wdett9bpv","28423","Circuito Lanterna Direita Volkswagen Gol G7 2018 Direito/passageiro Branco","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyq0h0bfzvs4wykjs6hjy","28435","Cinto Segurança Traseiro Central Volkswagen Gol G7 2018","MLB194062","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyqsm0bg3vs4wexgk3p9h","28464","Lanterna Traseira Esquerda Volkswagen Gol G5 2008 Esquerdo/motorista Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweysgp0bgbvs4wu3p272q2","28439","Lanterna Traseira Esquerda Chery Tiggo 5x 2020 Esquerdo/motorista Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyt8p0bgfvs4w4otswhbx","28448","Lanterna Traseira Esquerda Renault Sandero 2013 Esquerdo/motorista Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyusx0bgnvs4wgjn6z6sg","28466","Lanterna Traseira Esquerdo Volkswagen Gol G5 2009 Esquerdo/motorista Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyvl30bgrvs4wmtnwqjf5","28454","Bomba Combustivel Volkswagen Gol G7 2018","MLB47115","no","2","2","PART_NUMBER|FUEL_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de combustível antes de publicar."
"cmnweywd90bgvvs4wuy405mz7","28405","Motor Bomba Limpador Parabrisa Volkswagen Gol G5 2008","MLB63512","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyx5f0bgzvs4w8ybuk9fb","28416","Porta Traseira Esquerda Volkswagen Gol G5 2010 Traseira Esq Prata","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyxxl0bh3vs4who95m0o2","28487","Motor Vidro Dianteiro Direito Volkswagen Gol Saveiro G5 2013","MLB191714","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwez1tx0bhnvs4wv3se7sio","28425","Porta Traseira Direita Renault Clio 2009 Traseira Direita Prata","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezaj40bivvs4w6xxi38wj","28413","Soleira Porta Traseira Esquerda Chery Tiggo 5x 2020 Preto","MLB5665","no","2","3","PART_NUMBER|SKIRT_POSITIONS|IS_COMPLETE_SET","missing_attribute|missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Posições antes de publicar. || Preencha o campo É conjunto completo antes de publicar."
"cmnwezf7r0bjjvs4wwpdm8o1x","28471","Maquina Vidro Dianteira Direita Volkswagen Gol G5 2011","MLB191714","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezg3v0bjnvs4w7k1sr0nw","28579","Painel De Instrumento Renaul Fluence 2014 Preto","MLB47089","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezgw10bjrvs4wa7x4lrrt","28460","Reservatorio Agua Radiador Fiat Mobi 2019","MLB193531","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf1lrn0bujvs4wzuaosgs4","28639","Reservatório Partida Frio Chevrolet Celta Corsa 2009","MLB193531","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf1mow0bunvs4wf265swy8","28638","Sonda Lambda Chevrolet Corsa 1.0 2001","MLB192358","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweyzhn0bhbvs4wcphovo48","28406","Chave Luz Volkswagen Gol G7 2018","MLB243152","no","1","2","PART_NUMBER|VEHICLE_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de veículo antes de publicar."
"cmnwez09o0bhfvs4wgtzt4sqe","28426","Mangueira Filtro Ar Volkswagen Gol G7 2018","MLB193933","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwez11t0bhjvs4wvcmrpbyy","28488","Lanterna Traseira Direita Chevrolet Vectra Gt 2008 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwez2m40bhrvs4wwj6hq07x","28417","Porta Copos Console Volkswagen Gol G7 2018 Preto","MLB458487","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwez3e80bhvvs4w28pyrpe0","28418","Porta Traseira Direita Honda Fit 2008 Traseira Direita Cinza","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwez4ad0bhzvs4wk08fwxoa","28421","Lanterna Luz Teto Volkswagen Gol G7 2018","MLB22747","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwez52i0bi3vs4wm72v93ra","28412","Porta Traseira Direita Ford Fiesta 2006 Traseira Direita Cinza","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwez5um0bi7vs4wa95mnryx","28422","Porta Traseira Direita Fiat Palio 2005 Traseira Direi Cinza","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwez6ms0bibvs4wh7ejkqi5","28410","Lanterna Traseira Direita Volkswagen Gol 2010 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwez7f00bifvs4w7dy8sh3k","28486","Lanterna Traseira Direita Fiat Uno Vivace 2014 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwez8700bijvs4wguvvlnki","28429","Alavanca Freio Mao Volkswagen Gol G7 2018","MLB63743","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwez8yx0binvs4wjqx82hql","28415","Lanterna Traseira Esquerda Honda City 2017 Esquerdo/motorista Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwez9r20birvs4wuysmkne2","28408","Lanterna Traseira Esquerda Volkswagen Fox 2015 Esquerdo/motorista Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezbbf0bizvs4w94bjw5rd","28420","Porta Traseira Direita Fiat Palio 2005 Traseira Direita Preto","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezc3l0bj3vs4wh7mqk7k8","28575","Painel Instrumento Hyundai Hb20 1.0 2015 Preto","MLB63548","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezcvo0bj7vs4wx044bucw","28451","Lanterna Traseira Esquerda Honda Fit 2016 Esquerdo/motorista Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezdnq0bjbvs4wojt1orfw","28461","Botao Pisca Alerta Trava Desembaçador Volkswagen Up 2014 Preto","MLB115599","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezeft0bjfvs4wi3ax3wgz","28470","Console Central Porta Copos Volkswagen Up 2015","MLB22704","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezho40bjvvs4wdjwef6r9","28463","Lanterna Traseira Direita Hyundai Hb20 2023 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezig20bjzvs4wzl2bweoz","28462","Lanterna Traseira Direita Fiat Siena 2001 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezj820bk3vs4wo3hmwqk0","28582","Painel De Instrumentos Toyota Corolla 2010 Preto","MLB47089","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezk020bk7vs4woq1z3ikd","28450","Polia Bomba Direçao Hidraulica Volkswagen Gol G5 2009","MLB277569","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf3bmi0c3fvs4wq0g1acgu","28742","Sensor Map Volkswagen Fox 1.6 Flex 2010","MLB192362","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf3in90c4fvs4wicu1c8x0","28729","Valvula Solenoide Partida Frio Chevrolet Astra Vectra 2002","MLB430961","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezos30bkvvs4wsl7ubcni","28431","Retrovisor Interno Volkswagen Gol G7 2018","MLB430536","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezpk60bkzvs4wwfis606x","28453","Lanterna Traseira Direito Citroen C3 2006 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezqca0bl3vs4wyjsudxgb","28432","Amortecedor Tampa Traseira Volkswagen Gol G7 2018","MLB194779","no","3","2","PART_NUMBER|AUTOMOTIVE_PLACEMENT_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Lugar de colocação antes de publicar."
"cmnwezr4e0bl7vs4wgghcmuxh","28404","Modulo Freio Abs Volkswagen Gol G7 2018","MLB191710","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezs0k0blbvs4wpa9uhx9c","28574","Painel Instrumentos Chevrolet Prisma 1.4 2017 2018 Preto","MLB63548","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezssp0blfvs4w64dtsssw","28536","Painel Instrumentos Renault Logan Sandero 2008 Preto","MLB63548","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweztkn0bljvs4w2ztiyqea","28538","Painel Instrumentos Honda Civic 2009 Preto","MLB63548","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezucs0blnvs4w1dd39vpl","28567","Painel De Instrumento Hyundai Ix35 2015 Preto","MLB47089","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezv4z0blrvs4wmo4mnx8t","28541","Painel Instrumentos Toyota Corolla 2014 Preto","MLB63548","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezvwy0blvvs4wjgp6i44c","28544","Painel Instrumentos Renault Logan Sandero 2008 Preto","MLB63548","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezwp30blzvs4wfejy0tp5","28545","Painel Instrumento Citroen C3 2003 Preto","MLB63548","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezxhd0bm3vs4wrnzesr6d","28558","Painel De Instrumento Renault Sandero 2011 Preto","MLB47089","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezy9i0bm7vs4w82ascup2","28563","Painel Instrumentos Citroen C3 2014 Preto","MLB63548","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezz1n0bmbvs4wg3i87rzz","28561","Painel De Instrumento Honda City 2010 Preto","MLB47089","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwezztk0bmfvs4wfyumyxlr","28555","Porta Esquerda Volkswagen Saveiro Extreme Robust 2025 2026 Dianteira Esq Cinza","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf00lm0bmjvs4w3b9gkb2d","28526","Lanterna Traseira Direita Chevrolet Onix 2020 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf01dr0bmnvs4wc4w4gpbn","28553","Capo Volkswagen Saveiro Extreme Robust 2025 2026","MLB101762","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf025s0bmrvs4wtci0wouz","28559","Led Lanterna Jeep Renegade 2016 H1 Preto Led","MLB5759","no","1","2","PART_NUMBER|CAR_LED_BULB_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de conector antes de publicar."
"cmnwf02xt0bmvvs4wmn9d64tt","28540","Painel Instrumentos Hyundai Hb20 2015 Preto","MLB63548","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf03ty0bmzvs4wii7we6rr","28564","Painel De Instrumento Toyota Corolla 2013 Preto","MLB47089","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf06yt0bnfvs4wgyktafw5","28523","Painel Instrumentos Renault Logan 2010 Preto","MLB47089","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf07qu0bnjvs4wuheavpuj","28529","Painel Instrumentos Honda Civic 2009 Preto","MLB63548","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf08io0bnnvs4wya16feq5","28571","Painel Instrumentos Mitsubishi Asx 2011 Preto","MLB63548","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf09at0bnrvs4wiskdpn12","28510","Coluna Direçao Volkswagen Gol G7 2017","MLB270881","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0a2x0bnvvs4w09xrw6o6","28527","Painel Instrumento Renault Duster 2015 Preto","MLB47089","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf05ei0bn7vs4w14kt8szv","28577","Painel De Instrumento Honda Civic 2015 Preto","MLB47089","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf066l0bnbvs4wvg5uk8iv","28565","Painel Instrumento Renault Duster Sandero Logan 2012 Preto","MLB456392","no","1","2","PART_NUMBER|VEHICLE_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de veículo antes de publicar."
"cmnwf0av00bnzvs4wbcoewblo","28528","Lanterna Traseira Direita Volkswagen Jetta 2007 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0bn70bo3vs4wss312lwh","28514","Maçaneta Externa Traseira Esquerda Volkswagen Gol G5 2010 Cinza","MLB428985","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0cf40bo7vs4wcqfztvqy","28497","Maçaneta Externa Dianteira Esquerda Volkswagen Gol G5 2010 Preto Dianteira","MLB428983","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0d740bobvs4wt4fh5s13","28516","Modulo Imobilizador Ignicao Chevrolet Vectra Zafira 2002","MLB190975","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0dz60bofvs4w55dhviuu","28508","Lanterna Traseira Direita Honda City 2018 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0er90bojvs4w4moq92eq","28507","Lanterna Traseira Direita Ford Ecosport 2013 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0o7n0bpvvs4w2piao50a","28539","Painel Instrumentos Fiat Strada Trekking 2015 Branco","MLB63548","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0rfs0bqbvs4w65rdavel","28546","Painel De Instrumento Toyota Corolla 2013 Preto","MLB47089","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0fnf0bonvs4w13984hbk","28518","Limitador Porta Traseira Direita Volkswagen Fox 2003","MLB194800","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0gfi0borvs4woymplwop","28499","Lanterna Traseira Lado Esquerdo Honda City 2010 Esquerdo/motorista Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0h7m0bovvs4w98scc2dj","28580","Painel De Controle Hyundai Hb20 2015 Preto","MLB47089","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0hzh0bozvs4w8jj570j1","28515","Lanterna Traseira Esquerda Chery Tiggo 5x 2019 Direito/passageiro Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0irj0bp3vs4wrnqyf93j","28513","Guia Vidro Porta Traseira Direita Chery Tiggo 5x 2019 Preto","MLB191713","no","3","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0jjl0bp7vs4ws1z4fnmo","28517","Guia Porta Dianteiro Esquerdo Volkswagen Fox 2010 Cinza","MLB191713","no","3","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0kbi0bpbvs4wmvijsxsd","28520","Lanterna Traseira Esquerda Chevrolet Celta 2001 Esquerdo/motorista Vermelho","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0l3g0bpfvs4wgc74cm15","28522","Painel Instrumentos Ford Ka 2015 Preto","MLB47089","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwf0lva0bpjvs4wvt4tpji4","28573","Painel De Instrumento Hyundai Tucson 2016 Preto","MLB47089","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
