itemId,account,category,strategy,catalogProductId,tierH,tierW,tierL,tierWg,catH,catW,catL,catWg,h,w,l,weightG,source,skipReason,title,status
"MLB3989976147","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Dianteira Direita Fiat Palio Siena Bbb 2008 Dianteira Direita","ok"
"MLB3989988263","JOTABÊ AUTOPEÇAS","MLB458742","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Cabo Bobina Ignição Fiat Palio 2006","ok"
"MLB3989988361","JOTABÊ AUTOPEÇAS","MLB458742","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Cabo Bobina Ignição Fiat Palio 2006","ok"
"MLB3990362427","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Renault Laguna ","ok"
"MLB3990366383","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumento Renault Clio ","ok"
"MLB3990226769","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Toyota Corolla 2009 A 2014 ","error"
"MLB5303141398","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Direita Ford Fista 2008  Traseira Direita","ok"
"MLB3990353057","JOTABÊ AUTOPEÇAS","MLB193938","push-tier","","10","10","10","300","","","","","10","10","10","300","kw:TINY","","Sensor Ar Condicionado Volvo V40","ok"
"MLB5303266734","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Honda City 2009/2014","ok"
"MLB3990370667","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Volkswagen Santana 1991 A 1996 ","ok"
"MLB3990329467","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Renault Clio 2004 A 2014","ok"
"MLB3990188315","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumento Toyota Corolla 2009 2012","error"
"MLB3990207591","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Peugeot 307 2010","ok"
"MLB5303070164","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Ford Ka 2015 A 2020 ","ok"
"MLB3990141395","JOTABÊ AUTOPEÇAS","MLB192357","push-with-catalog-floor","MLB47879340","15","15","15","600","","","","","15","15","15","600","cat:MLB192357->SMALL+catFloor","Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_length, seller_package_width, seller_package_height, seller_package_weight] are too small for the product dimensions)","Tbi Corpo Borboleta Fiat Palio 1.0 ","error"
"MLB5303248782","JOTABÊ AUTOPEÇAS","MLB22668","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB22668->TINY",""," Bobina Ignição Fiat Palio 2006","ok"
"MLB3990145353","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumento Renault Clio Senic 2001 2006","error"
"MLB5303073942","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","Erro ao atualizar item: Request failed with status code 429","Porta Dianteira Direita Fiat Idea 2004 A 2010 Dianteira Direito","error"
"MLB5303246126","JOTABÊ AUTOPEÇAS","MLB191713","push-with-catalog-floor","MLB65605178","10","10","50","800","","","","","10","10","50","800","cat:MLB191713->SMALL_LONG+catFloor","","Guia Vidro Porta Dianteira Direita Ford Ka 2019 ","ok"
"MLB5303217734","JOTABÊ AUTOPEÇAS","MLB437843","push-tier","","25","25","25","2000","","","","","25","25","25","2000","kw:MEDIUM","Erro ao atualizar item: Request failed with status code 429","Motor Arranque Fiat Palio 1.0 2006","error"
"MLB3990107431","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Fiat Palio 1999","error"
"MLB5303078036","JOTABÊ AUTOPEÇAS","MLB439507","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Prta Traseira Esquerda Fiat Palio 2007 ","ok"
"MLB3990101971","JOTABÊ AUTOPEÇAS","MLB193934","push-with-catalog-floor","MLB45496876","15","15","15","600","","","","","15","15","15","600","cat:MLB193934->SMALL+catFloor","","Polia Virabrequim Fiat Palio Fire 55205735","ok"
"MLB5301889624","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Peugeot 207 2007 A 2013 ","error"
"MLB3989130347","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Ford Fusion 2007 ","ok"
"MLB3987488237","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Renault Megane 2009","ok"
"MLB5302014324","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Volkswagen Golf 1994 1995","ok"
"MLB3989339789","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Volkswagen Golf Bora 1999/2007","ok"
"MLB3987595461","JOTABÊ AUTOPEÇAS","MLB114677","push-tier","","30","70","100","18000","","","","","30","70","100","18000","kw:XXLARGE","Erro ao atualizar item: Request failed with status code 429","Acabamento Inferior Porta Malas Hyundai Hb20 2013/2018","error"
"MLB3987570217","JOTABÊ AUTOPEÇAS","MLB260612","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Grade Cromada Chevrolet Celta 2009","ok"
"MLB5301559698","JOTABÊ AUTOPEÇAS","MLB437668","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","Erro ao atualizar item: Request failed with status code 429","Painel Instrumento Relógio Chevrolet Chevette 1986","error"
"MLB3989067173","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Fiat Palio 2001/2004","ok"
"MLB3987813037","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Hyundai I30 2015","error"
"MLB5301673690","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumento Ford Mondeo 1994  ","ok"
"MLB3989306117","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Chevrolet Chevette 1984/1990 ","ok"
"MLB3987802873","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Ford Fiesta 1998 ","ok"
"MLB3987836213","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumento Volkswagen Gol 2010","error"
"MLB5301625070","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumento Ford Escort Fiesta 1996","ok"
"MLB5301672610","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumento Chevrolet Kadett 1991","error"
"MLB5301837460","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumento Ford Mondeo 1994  ","error"
"MLB3987713553","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Volkswagen Santana 2005","ok"
"MLB3988014423","JOTABÊ AUTOPEÇAS","MLB456240","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Alargador Dianteiro Direito Fiat Uno 2009","ok"
"MLB5306110378","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Chevrolet Astra 2000","error"
"MLB3992269705","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Chevrolet Captiva 2011","error"
"MLB5305847576","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Volkswagen Spacefox 2014","ok"
"MLB5305831858","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Citroen Xsara 2000","ok"
"MLB5305729432","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Honda Crv ","error"
"MLB5306117618","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Renault Clio ","ok"
"MLB5305816692","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Volkswagen Spacefox 2010 2014","ok"
"MLB3992338381","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Honda Civic 2014","error"
"MLB3992274173","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Renault Logan Sandero 2013","error"
"MLB3992286233","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Honda Civic 2014","ok"
"MLB5305627458","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Volkswagen Spacefox 2014","error"
"MLB3990993047","JOTABÊ AUTOPEÇAS","MLB192357","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB192357->SMALL","","Tbi Corpo De Borboleta Fiat Bravo 2012 1.8 16v","ok"
"MLB5306050642","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Honda Fit 2008","ok"
"MLB3992362761","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Chevrolet Captiva 2010","ok"
"MLB3992408181","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Fiat Palio Uno Siena 2009","ok"
"MLB3992564701","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Fiat Palio ","ok"
"MLB3992697589","JOTABÊ AUTOPEÇAS","MLB456392","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Painle Instrumentos Renault Logan 2013","ok"
"MLB3992672287","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Citroen C3 Aircross 2015","error"
"MLB3992511257","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Peugeot 206 207 ","ok"
"MLB5308767810","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Toyota Corolla 2014","error"
"MLB5308795086","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Citroen C3 2005 ","error"
"MLB3992657207","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Renault Sandero 2015","ok"
"MLB5307493938","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Ford Ka 1998/2008","ok"
"MLB5307636268","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Chevrolet Astra, Vectra 1998 A 2000","ok"
"MLB5307591788","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Ford Fiesta 1996 A 2000","ok"
"MLB5308869652","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Citroen C3 2005 ","error"
"MLB3993895059","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Fiat Palio 96 A 2000","ok"
"MLB5308821090","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Citroen C3","error"
"MLB3993995269","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Volkswagen Kombi ","error"
"MLB5307663886","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Toyota Corolla 2015 A 2017 ","ok"
"MLB5307557388","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Volkswagen Gol 2017","ok"
"MLB5307479702","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Ford Fiesta 1995","ok"
"MLB5308853080","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Ford Escort Xr3 ","error"
"MLB5308786236","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Toyota Corolla 2014","error"
"MLB3993984279","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Ford Corcel 1","error"
"MLB5307705830","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Volkswagen Golf 2000","ok"
"MLB5308869336","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Citroen C3","ok"
"MLB5308874346","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Ford Ka 2003","ok"
"MLB5308809602","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Peugeot 307 2006 A 2009 ","ok"
"MLB5308732232","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Nissan Versa 2014 ","error"
"MLB3995220015","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Citroen C3","error"
"MLB5308851034","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Ford Ka 2000","ok"
"MLB5308766820","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Chevrolet Omega 1992 A 1998","ok"
"MLB5308472120","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Peugeot 307 2006 A 2010","error"
"MLB3995197065","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Peugeot 307 2011","error"
"MLB3995191229","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Toyota Corolla 2014","ok"
"MLB3995163301","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Fiat Tempra","error"
"MLB3995106111","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Chevrolet Corsa 2003 A 2008","ok"
"MLB3995146703","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Toyota Corolla 2010","ok"
"MLB3995200435","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Ford Ka 2003","ok"
"MLB5308485980","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Honda New Civic","error"
"MLB5308581082","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Fiat Uno 1989 A 1995 ","ok"
"MLB3995292535","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Ford Ka 2000","ok"
"MLB5308543868","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Honda Civic 1996 A 2000","error"
"MLB3995385225","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Honda Fit 2005 A 2007","ok"
"MLB3995246301","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Peugeot 307 2006 A 2009 ","ok"
"MLB3995362371","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Honda Fit 2005 A 2007","ok"
"MLB3995199715","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Ford Ka 2003","ok"
"MLB5308566746","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Citroen C3 G1","ok"
"MLB3995261499","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Ford Ka 2000","ok"
"MLB3995096977","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Fiat Palio 1999 2000","ok"
"MLB3994973763","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Mitsubishi L200 ","error"
"MLB3994928907","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Honda Civic 2007 A 2012 ","ok"
"MLB5309834736","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Renault Sandero Logan ","error"
"MLB3994916513","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Ford Ecosport ","ok"
"MLB3996090703","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Volkswagen Spacefox 2010","ok"
"MLB5312605954","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Fiat Palio 2013","ok"
"MLB3994893977","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Honda Civic 2006/2008","ok"
"MLB5312722614","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Chevrolet Agile 2011 A 2021","error"
"MLB5312800164","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Chevrolet Agile 2011 A 2021","error"
"MLB5309720622","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Renault Sandero Logan 2007 2013","ok"
"MLB3995059303","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Peugeot 206 2006","error"
"MLB3996202289","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Renault Clio 2007","ok"
"MLB3994939739","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Volkswagen Golf 2000","ok"
"MLB5312826664","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Chevrolet Agile 2011 A 2021","error"
"MLB3994837119","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Painel Instrumentos Nissan Livina 2010 A 2013 ","error"
"MLB5312612588","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Instrumentos Fiat Palio 2013","ok"
